n,depth,best_error,expr,nodes,dps,runtime_seconds
7,0,8.677351194252836e-07,(568/911),1,80,0.81
7,1,3.863209052656913e-08,(((-10/21) * sqrt(3)) + (42/29)),6,80,0.81
11,0,2.588776155665329e-07,(832/989),1,80,0.784
11,1,1.0216210433178219e-08,(((-2/11) * sqrt(17)) + (35/22)),6,80,0.784
13,0,8.598036755902427e-07,(688/777),1,80,0.799
13,1,5.1090311758983376e-08,(((51/32) * sqrt(3)) + (-15/8)),6,80,0.799
