n,depth,best_error,expr,nodes,dps,runtime_seconds
7,0,8.677351194252836e-07,(568/911),1,80,0.019
11,0,2.588776155665329e-07,(832/989),1,80,0.017
13,0,8.598036755902427e-07,(688/777),1,80,0.017
