n,depth,best_error,expr,nodes,dps,runtime_seconds
7,0,4.174044880955741e-06,(207/332),1,80,70.477
7,1,4.671820211799016e-07,(((5/19) * sqrt(17)) + (-6/13)),6,80,70.477
7,2,6.364990201568332e-09,(((-11/9) * sqrt((((-1/5) * sqrt(26)) + (23/14)))) + (27/17)),11,80,70.477
7,3,5.422798876608681e-10,(((-5/7) * sqrt((((-1/8) * sqrt((((-4/17) * sqrt(5)) + (23/20)))) + (13/18)))) + (19/16)),16,80,70.477
