n,depth,best_error,expr,nodes,dps,runtime_seconds
7,0,3.9609905972404214e-05,(53/85),1,50,0.208
7,1,4.7793785249439225e-06,(((-2/5) * sqrt(17)) + (25/11)),6,50,0.208
